id,path,niche,use,subtype,quality,width,height,megapixels,size_kb,needs_upscale,has_text_overlay,has_person,tags,caption,split
48,bathroom/ba/bathroom_ba_together_044.jpg,bathroom,ba,together,7,1152,768,0.88,168,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
49,bathroom/ba/bathroom_ba_together_045.jpg,bathroom,ba,together,7,1024,1024,1.05,84,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
50,bathroom/ba/bathroom_ba_together_046.jpg,bathroom,ba,together,7,1024,1024,1.05,45,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
51,bathroom/ba/bathroom_ba_together_047.jpg,bathroom,ba,together,7,1024,1024,1.05,108,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
52,bathroom/ba/bathroom_ba_together_048.jpg,bathroom,ba,together,7,1152,768,0.88,100,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
53,bathroom/ba/bathroom_ba_together_049.jpg,bathroom,ba,together,7,1152,768,0.88,107,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,val
54,bathroom/ba/bathroom_ba_together_050.jpg,bathroom,ba,together,7,1152,768,0.88,87,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
55,bathroom/ba/bathroom_ba_together_051.jpg,bathroom,ba,together,7,1024,768,0.79,134,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
56,bathroom/ba/bathroom_ba_together_052.jpg,bathroom,ba,together,7,1152,768,0.88,28,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
57,bathroom/ba/bathroom_ba_together_053.jpg,bathroom,ba,together,7,1024,1024,1.05,83,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,val
58,bathroom/ba/bathroom_ba_together_054.jpg,bathroom,ba,together,7,1152,768,0.88,60,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
59,bathroom/ba/bathroom_ba_together_055.jpg,bathroom,ba,together,7,1152,768,0.88,208,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,test
60,bathroom/ba/bathroom_ba_together_056.jpg,bathroom,ba,together,7,2098,2098,4.4,2862,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
61,bathroom/ba/bathroom_ba_together_057.jpg,bathroom,ba,together,7,3176,2096,6.66,2490,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,val
62,bathroom/ba/bathroom_ba_together_058.jpg,bathroom,ba,together,7,2995,2096,6.28,2988,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
63,bathroom/ba/bathroom_ba_together_059.jpg,bathroom,ba,together,7,3334,2096,6.99,3001,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
64,bathroom/ba/bathroom_ba_together_060.jpg,bathroom,ba,together,7,3205,2096,6.72,2817,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
65,bathroom/ba/bathroom_ba_together_061.jpg,bathroom,ba,together,7,2794,2096,5.86,3014,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,train
66,bathroom/ba/bathroom_ba_together_062.jpg,bathroom,ba,together,7,2098,2098,4.4,3278,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,test
67,bathroom/ba/bathroom_ba_together_063.jpg,bathroom,ba,together,7,2082,3078,6.41,2606,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|before after|comparison|transformation|before after side by side|split view|contractor portfolio,,val
68,bathroom/hero/bathroom_hero_result_001.jpg,bathroom,hero,result,7,3640,2098,7.64,2765,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,val
69,bathroom/hero/bathroom_hero_result_002.jpg,bathroom,hero,result,7,4196,2098,8.8,2604,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,val
70,bathroom/hero/bathroom_hero_result_003.jpg,bathroom,hero,result,7,3408,2098,7.15,3447,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
71,bathroom/hero/bathroom_hero_result_004.jpg,bathroom,hero,result,7,3147,2098,6.6,2375,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
72,bathroom/hero/bathroom_hero_result_005.jpg,bathroom,hero,result,7,1152,768,0.88,55,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
73,bathroom/hero/bathroom_hero_result_006.jpg,bathroom,hero,result,7,1152,768,0.88,87,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
74,bathroom/hero/bathroom_hero_result_007.jpg,bathroom,hero,result,7,1805,2407,4.34,1875,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,test
75,bathroom/hero/bathroom_hero_result_008.jpg,bathroom,hero,result,7,1806,2407,4.35,2089,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
76,bathroom/hero/bathroom_hero_result_009.jpg,bathroom,hero,result,7,3144,2098,6.6,2358,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
77,bathroom/hero/bathroom_hero_result_010.jpg,bathroom,hero,result,7,1024,768,0.79,127,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,test
78,bathroom/hero/bathroom_hero_result_011.jpg,bathroom,hero,result,7,1152,768,0.88,80,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
79,bathroom/hero/bathroom_hero_result_012.jpg,bathroom,hero,result,7,1152,768,0.88,52,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|completed project|contractor portfolio|home renovation,,train
80,bathroom/hero/bathroom_hero_worker_001.jpg,bathroom,hero,worker,7,3147,2098,6.6,2214,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|finished result|showcase|portfolio|contractor|professional worker|contractor portfolio,,train
81,bathroom/project/bathroom_project_detail_001.jpg,bathroom,project,detail,7,1152,768,0.88,94,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|close-up|detail shot|contractor portfolio|home renovation,,test
82,bathroom/project/bathroom_project_process_001.jpg,bathroom,project,process,7,1152,768,0.88,76,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
83,bathroom/project/bathroom_project_process_002.jpg,bathroom,project,process,7,2798,2098,5.87,2831,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,test
84,bathroom/project/bathroom_project_process_003.jpg,bathroom,project,process,7,1152,768,0.88,65,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,val
85,bathroom/project/bathroom_project_process_004.jpg,bathroom,project,process,7,1152,768,0.88,59,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
86,bathroom/project/bathroom_project_process_005.jpg,bathroom,project,process,7,3144,2098,6.6,2208,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
87,bathroom/project/bathroom_project_process_006.jpg,bathroom,project,process,7,1152,768,0.88,30,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
88,bathroom/project/bathroom_project_process_007.jpg,bathroom,project,process,7,1152,768,0.88,62,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
89,bathroom/project/bathroom_project_process_008.jpg,bathroom,project,process,7,1024,576,0.59,19,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|installation in progress|contractor portfolio|home renovation,,train
90,bathroom/project/bathroom_project_wide_001.jpg,bathroom,project,wide,7,2842,2132,6.06,2391,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
91,bathroom/project/bathroom_project_wide_002.jpg,bathroom,project,wide,7,2320,2325,5.39,7897,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
92,bathroom/project/bathroom_project_wide_003.jpg,bathroom,project,wide,7,1152,768,0.88,108,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
93,bathroom/project/bathroom_project_wide_004.jpg,bathroom,project,wide,7,1152,768,0.88,79,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
94,bathroom/project/bathroom_project_wide_005.jpg,bathroom,project,wide,7,1152,768,0.88,68,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
95,bathroom/project/bathroom_project_wide_006.jpg,bathroom,project,wide,7,3113,2075,6.46,3350,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
96,bathroom/project/bathroom_project_wide_007.jpg,bathroom,project,wide,7,1654,2206,3.65,2703,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
97,bathroom/project/bathroom_project_wide_008.jpg,bathroom,project,wide,7,3325,2219,7.38,2859,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
98,bathroom/project/bathroom_project_wide_009.jpg,bathroom,project,wide,7,1152,768,0.88,51,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
99,bathroom/project/bathroom_project_wide_010.jpg,bathroom,project,wide,7,3305,2203,7.28,2933,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
100,bathroom/project/bathroom_project_wide_011.jpg,bathroom,project,wide,7,3358,2239,7.52,2996,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
101,bathroom/project/bathroom_project_wide_012.jpg,bathroom,project,wide,7,3453,2287,7.9,3055,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,test
102,bathroom/project/bathroom_project_wide_013.jpg,bathroom,project,wide,7,1152,768,0.88,87,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
103,bathroom/project/bathroom_project_wide_014.jpg,bathroom,project,wide,7,1152,768,0.88,72,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
104,bathroom/project/bathroom_project_wide_015.jpg,bathroom,project,wide,7,3782,2332,8.82,3450,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
105,bathroom/project/bathroom_project_wide_016.jpg,bathroom,project,wide,7,1024,768,0.79,84,True,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
106,bathroom/project/bathroom_project_wide_017.jpg,bathroom,project,wide,7,2747,2061,5.66,3669,False,False,False,bathroom|renovation|tile|fixtures|remodeling|interior|work in progress|installation process|full room view|wide angle|contractor portfolio|home renovation,,train
107,flooring/ba/flooring_ba_together_001.jpg,flooring,ba,together,7,2553,2553,6.52,4311,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
108,flooring/ba/flooring_ba_together_002.jpg,flooring,ba,together,7,1024,1024,1.05,102,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
109,flooring/ba/flooring_ba_together_003.jpg,flooring,ba,together,7,1024,1024,1.05,136,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
110,flooring/ba/flooring_ba_together_004.jpg,flooring,ba,together,7,768,1152,0.88,132,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
111,flooring/ba/flooring_ba_together_005.jpg,flooring,ba,together,7,768,1152,0.88,229,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
112,flooring/ba/flooring_ba_together_006.jpg,flooring,ba,together,7,2552,2552,6.51,3014,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
113,flooring/ba/flooring_ba_together_007.jpg,flooring,ba,together,7,2553,2553,6.52,5857,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,test
114,flooring/ba/flooring_ba_together_008.jpg,flooring,ba,together,7,3904,2553,9.97,7249,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,test
115,flooring/ba/flooring_ba_together_009.jpg,flooring,ba,together,7,2590,2590,6.71,3661,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
116,flooring/ba/flooring_ba_together_010.jpg,flooring,ba,together,7,1152,768,0.88,180,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
117,flooring/ba/flooring_ba_together_011.jpg,flooring,ba,together,7,768,1152,0.88,203,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,val
118,flooring/ba/flooring_ba_together_012.jpg,flooring,ba,together,7,768,1152,0.88,81,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,test
119,flooring/ba/flooring_ba_together_013.jpg,flooring,ba,together,7,768,1152,0.88,116,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
120,flooring/ba/flooring_ba_together_014.jpg,flooring,ba,together,7,576,1024,0.59,42,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
121,flooring/ba/flooring_ba_together_015.jpg,flooring,ba,together,7,768,1024,0.79,98,True,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
122,flooring/ba/flooring_ba_together_016.jpg,flooring,ba,together,7,3831,2552,9.78,4107,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
123,flooring/ba/flooring_ba_together_017.jpg,flooring,ba,together,7,2590,2590,6.71,3881,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,train
124,flooring/ba/flooring_ba_together_018.jpg,flooring,ba,together,7,2590,2590,6.71,2556,False,False,False,flooring|hardwood|tile|installation|floor renovation|before after|comparison|transformation|before after side by side|split view|contractor portfolio|home renovation,,val
